DATE,DGS3
2024-05-22,4.64
2024-05-23,4.71
2024-05-24,4.71
2024-05-27,.
2024-05-28,4.75
2024-05-29,4.79
2024-05-30,4.74
2024-05-31,4.69
2024-06-03,4.62
2024-06-04,4.55
2024-06-05,4.5
2024-06-06,4.49
2024-06-07,4.65
2024-06-10,4.62
2024-06-11,4.57
2024-06-12,4.48
2024-06-13,4.42
2024-06-14,4.41
2024-06-17,4.5
2024-06-18,4.43
2024-06-19,.
2024-06-20,4.45
2024-06-21,4.45
2024-06-24,4.46
2024-06-25,4.45
2024-06-26,4.53
