DATE,DGS20
2024-05-22,4.63
2024-05-23,4.67
2024-05-24,4.65
2024-05-27,.
2024-05-28,4.74
2024-05-29,4.82
2024-05-30,4.76
2024-05-31,4.73
2024-06-03,4.63
2024-06-04,4.56
2024-06-05,4.52
2024-06-06,4.51
2024-06-07,4.64
2024-06-10,4.68
2024-06-11,4.62
2024-06-12,4.56
2024-06-13,4.5
2024-06-14,4.46
2024-06-17,4.52
2024-06-18,4.47
2024-06-19,.
2024-06-20,4.49
2024-06-21,4.49
2024-06-24,4.48
2024-06-25,4.46
2024-06-26,4.55
